id_e,scope,location_mentioned,text,keywords,text_length,relevance,relevance_category,primary_emotion,emotion_intensity,urban_value,l1_confidence,has_location,like_count,comment_count,tags,source,url,crawl_time,publish_time,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence
e0334,规划范围,东山公园,儿童公园北门减速带坏了，打12345有用吗,"减速带,有用吗,儿童公园,12345,北门",21,relevant,城市,怀念,5,low,0.74,True,3034,30,城市设施|宜昌身边事,weibo,https://weibo.com/6568855168/c1a32fbf,2026-06-13T12:00:00.000000,2026-05-19T07:53:30,111.3057,30.7217,529280.8,3.4001648e+06,运河公园,公园,0.86,Very Positive,0.21
e0335,规划范围,伍家岗区,三峡大学沁苑的附近工厂排废气影响了周边居民生活,"沁苑,废气,三峡,周边,工厂",23,relevant,环境,期待,1,low,0.77,True,87,8,周边|环境,dianping,https://www.dianping.com/review/27676992,2026-06-13T12:00:00.000000,2026-04-01T21:23:51,111.3352,30.6946,532110.94,3.3971655e+06,大公桥江段,沿江社区,0.73,Positive,0.23
e0336,规划范围,均瑶广场,吐槽白龙岗小区的无障碍通道，设计不合理,"吐槽,无障碍,龙岗,不合理,小区",19,relevant,城市,期待,1,high,0.7,True,9,0,城市生活,xiaohongshu,https://www.xiaohongshu.com/explore/e911789e3e0f981d7ee5c19c,2026-06-13T12:00:00.000000,2026-03-28T22:33:18,111.3275,30.7121,531374.56,3.3991025e+06,水悦城,核心商圈,0.29,Negative,0.19
e0337,规划范围,国贸大厦,珍珠路那边小区门口乱倒建筑垃圾,"垃圾,珍珠,小区,那边,门口",15,relevant,环境,愤怒,3,low,0.96,True,8,5,生活|环境,xiaohongshu,https://www.xiaohongshu.com/explore/ff3dc9f40cb25e6f51ba5db0,2026-06-13T12:00:00.000000,2026-03-21T11:41:47,111.4142,30.6433,539702.0,3.3914968e+06,花艳社区,社区,0.02,Very Negative,0.15
e0338,规划范围,东山大道,发展大道新开了物业费，方便多了,"物业费,新开,大道,方便,发展",15,relevant,社区,怀念,1,medium,0.97,True,8,1,社区|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/d17008558949f8df5a4893b3,2026-06-13T12:00:00.000000,2026-04-29T00:08:15,111.3801,30.6566,536429.2,3.392966e+06,港务社区,社区,0.57,Neutral,0.15
e0339,规划范围,猇亭区,对比前几年，胜利四路绿化带被破坏了越来越严重了,"绿化带,四路,对比,胜利,破坏",23,relevant,环境,失望,5,medium,0.72,True,27,4,噪音扰民,su12345,https://su12345.yichang.gov.cn/complaint/S2026740885,2026-06-13T12:00:00.000000,2026-05-07T16:10:54,111.2924,30.7029,528012.56,3.3980765e+06,均瑶广场,核心商圈,0.76,Positive,0.23
e0340,规划范围,东山大道,儿童公园的楼道灯不够用,"儿童公园,楼道,不够",11,relevant,民生,失望,4,medium,0.71,True,2,3,宜昌身边事|民生关注,weibo,https://weibo.com/7349826962/1949f76b,2026-06-13T12:00:00.000000,2026-04-14T01:48:15,111.3076,30.7145,529465.7,3.399358e+06,锦绣社区,社区,0.56,Neutral,0.11
e0341,规划范围,发展大道,对比前几年，云集路渣土车半夜经过噪音大越来越严重了,"渣土,噪音,云集,半夜,对比",25,relevant,环境,好奇,5,medium,0.71,True,2,1,周边|环境,dianping,https://www.dianping.com/review/78730811,2026-06-13T12:00:00.000000,2026-04-07T20:43:55,111.3532,30.6489,533858.8,3.392103e+06,合益路,社区,0.28,Negative,0.25
e0342,规划范围,磨基山公园,磨基山公园河道漂浮垃圾，大家有没有同感,"磨基山,同感,漂浮,垃圾,河道",19,relevant,环境,愤怒,4,high,0.89,True,27,3,环境|周边,dianping,https://www.dianping.com/review/12214387,2026-06-13T12:00:00.000000,2026-04-11T15:00:50,111.3291,30.7131,531526.44,3.3992112e+06,三峡职业技术学院,教育,0.75,Positive,0.19
e0343,规划范围,东山公园,夷陵大道中医院新装的楼道灯挺好的，给社区点赞,"点赞,新装,夷陵,中医院,楼道",22,relevant,城市,怀念,4,high,0.87,True,7,3,宜昌|民生|城市生活,xiaohongshu,https://www.xiaohongshu.com/explore/a1ea4cb84a0bbd16d5d99d1b,2026-06-13T12:00:00.000000,2026-03-24T12:46:45,111.3768,30.655,536119.2,3.3927812e+06,港务社区,社区,0.94,Very Positive,0.22
e0344,规划范围,白龙岗小区,绿萝路的灰尘特别大，窗户都不敢开影响了周边居民生活,"绿萝路,灰尘,窗户,周边,居民",25,relevant,环境,好奇,1,high,0.88,True,24,3,宜昌环境,weibo,https://weibo.com/4853735294/0b753fd7,2026-06-13T12:00:00.000000,2026-05-31T06:59:33,111.2869,30.7358,527476.6,3.401722e+06,樵湖岭,社区,0.04,Very Negative,0.25
e0345,规划范围,东山公园,城东大道最近河水发臭了，居民意见很大,"发臭,城东,大道,河水,意见",18,relevant,环境,喜爱,2,low,0.94,True,29,1,宜昌|环境,xiaohongshu,https://www.xiaohongshu.com/explore/96ced52ed00fc523b46ec37b,2026-06-13T12:00:00.000000,2026-05-07T17:40:18,111.3579,30.6806,534294.56,3.395619e+06,宝塔河社区,社区,0.25,Negative,0.18
e0346,规划范围,东山大道,绿萝路的维修经常找不到人,"绿萝路,维修,经常,不到",12,relevant,社区,怀念,4,low,0.71,True,2,1,便民|生活服务|社区|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/eb6355698492b586b5ba7964,2026-06-13T12:00:00.000000,2026-03-16T09:14:30,111.2973,30.7341,528470.25,3.4015315e+06,夜明珠,社区,0.07,Very Negative,0.12
e0347,规划范围,城东大道,水悦城最近旁边要盖商业综合体，邻居们都在讨论,"水悦城,要盖,邻居们,综合体,讨论",22,relevant,城建,满足,4,high,0.76,True,9,4,新鲜事|宜昌|规划|城建,xiaohongshu,https://www.xiaohongshu.com/explore/7f0ede8c2aaa4dc4e8a84d5f,2026-06-13T12:00:00.000000,2026-06-08T07:46:35,111.3533,30.6894,533853.5,3.3965902e+06,宝塔河江段,沿江社区,0.98,Very Positive,0.22
e0348,规划范围,发展大道,胜利四路滨江附近燃气经常找不到人，生活很不方便,"滨江,四路,燃气,方便,胜利",23,relevant,社区,失望,4,medium,0.82,True,10,0,便民|生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/9abb6f47ca1886bbb4e35337,2026-06-13T12:00:00.000000,2026-03-28T03:30:30,111.289,30.7354,527674.94,3.4016705e+06,樵湖岭,社区,0.19,Very Negative,0.23
e0349,规划范围,城东大道,均瑶广场门口充电桩早该换了，打12345有用吗,"有用吗,均瑶,12345,充电,广场",23,relevant,城市,满足,2,low,0.79,True,13,0,宜昌|社区|城市生活|民生,xiaohongshu,https://www.xiaohongshu.com/explore/0cb031d81b2627c409d6ceb8,2026-06-13T12:00:00.000000,2026-03-25T11:43:14,111.2964,30.6962,528401.6,3.397334e+06,滨江公园-屈原广场,沿江休闲,0.72,Positive,0.23
e0350,规划范围,葛洲坝,西陵一路新开了超市，方便多了,"西陵,新开,超市,一路,方便",14,relevant,社区,喜爱,5,low,0.91,True,17,5,社区|便民|生活服务,xiaohongshu,https://www.xiaohongshu.com/explore/1befdbba66c1a43ed840e600,2026-06-13T12:00:00.000000,2026-03-19T19:18:24,111.3373,30.6908,532320.9,3.3967478e+06,大公桥社区,社区,0.88,Very Positive,0.14
e0351,规划范围,猇亭区,CBD中央大街的环境问题：水质越来越差了,"中央大街,CBD,水质,越来越,环境",20,relevant,城市,好奇,2,low,0.81,True,9,2,环境|宜昌|城市,xiaohongshu,https://www.xiaohongshu.com/explore/487efef803d2e3a0a12ad7cc,2026-06-13T12:00:00.000000,2026-05-01T02:22:06,111.3424,30.6927,532806.1,3.396958e+06,大公桥社区,社区,0.04,Very Negative,0.2
e0352,规划范围,东山大道,金色海岸的社区医院收费不合理，大家有没有同感,"同感,金色,不合理,社区,收费",22,relevant,社区,满足,2,high,0.87,True,1279,74,社区服务,su12345,https://su12345.yichang.gov.cn/complaint/S2026927253,2026-06-13T12:00:00.000000,2026-05-09T22:28:42,111.3128,30.7068,529963.0,3.398512e+06,万达周边社区,社区,0.12,Very Negative,0.22
e0353,规划范围,猇亭区,白龙岗小区广场舞音响太吵了，大家有没有同感,"太吵,龙岗,同感,音响,小区",21,relevant,城市,愤怒,5,medium,0.78,True,4,5,城市生活|身边事|宜昌环境,weibo,https://weibo.com/2081040260/10b8ed03,2026-06-13T12:00:00.000000,2026-05-06T13:04:20,111.3182,30.6984,530482.56,3.397583e+06,体育场路,社区,0.14,Very Negative,0.21
e0354,规划范围,水悦城,早起城东大道散步，但垃圾清运不及时体验很差,"垃圾清运,很差,散步,早起,城东",21,relevant,城市,中性,5,medium,0.92,True,184,14,身边事|城市生活|宜昌环境,weibo,https://weibo.com/9531559638/a6704c69,2026-06-13T12:00:00.000000,2026-06-09T17:53:53,111.3133,30.7478,530001.4,3.4030562e+06,窑湾社区,边缘,0.47,Neutral,0.21
e0355,规划范围,滨江公园,CBD的街区的历史感保留得很好，周末带娃去了,"CBD,带娃,历史感,街区,周末",22,relevant,城市,期待,3,medium,0.72,True,6672,123,城市记忆|打卡宜昌,weibo,https://weibo.com/8209976066/380aa449,2026-06-13T12:00:00.000000,2026-04-22T18:50:35,111.2991,30.6998,528655.5,3.397732e+06,国贸大厦,核心商圈,0.91,Very Positive,0.22
e0356,规划范围,胜利四路,在三峡大学供水管理混乱，效率真的低,"管理混乱,三峡,供水,效率,大学",17,relevant,社区,失望,5,high,0.96,True,21,3,便民|宜昌|生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/4f589f3ee79e4280024b8402,2026-06-13T12:00:00.000000,2026-05-26T17:54:35,111.3696,30.6657,535422.3,3.393973e+06,伍家岗小学,教育,0.36,Negative,0.17
e0357,规划范围,胜利四路,CBD的燃气投诉了好几次没用,"CBD,没用,投诉,燃气,几次",14,relevant,社区,失望,3,medium,0.78,True,29,2,社区,xiaohongshu,https://www.xiaohongshu.com/explore/98aa242b045277b7bef0f14e,2026-06-13T12:00:00.000000,2026-03-17T05:15:43,111.3574,30.6868,534244.0,3.396308e+06,万寿桥社区,社区,0.04,Very Negative,0.14
e0358,规划范围,磨基山公园,城东大道BRT站无障碍通道没人管，反映了好几次了,"BRT,无障碍,没人管,城东,大道",24,relevant,社区,满足,4,medium,0.82,True,6,1,宜昌|民生|社区,xiaohongshu,https://www.xiaohongshu.com/explore/34db0458b42e92e388ad1df4,2026-06-13T12:00:00.000000,2026-04-04T22:09:26,111.3761,30.6664,536044.0,3.3940495e+06,桔城路商圈,次级商圈,0.31,Negative,0.24
e0359,规划范围,云集路,每次路过西陵区都闻到路边烧烤油烟扰民,"西陵区,油烟,扰民,烧烤,闻到",18,relevant,城市,期待,2,low,0.79,True,5,4,城市生活|宜昌环境,weibo,https://weibo.com/1465044305/c4225d8e,2026-06-13T12:00:00.000000,2026-05-06T07:29:33,111.2891,30.7132,527691.1,3.3992115e+06,宜昌一中,教育,0.03,Very Negative,0.18
e0360,规划范围,夷陵大道,胜利四路滨江最近河水发臭了，居民意见很大,"发臭,滨江,四路,河水,胜利",20,relevant,环境,怀念,2,low,0.81,True,42,5,环境|周边,dianping,https://www.dianping.com/review/45920536,2026-06-13T12:00:00.000000,2026-05-04T15:40:05,111.3101,30.7062,529703.44,3.398443e+06,胜利四路江口,沿江社区,0.12,Very Negative,0.2
e0361,规划范围,磨基山公园,锦绣社区的健身器材不够用,"健身器材,锦绣,社区,不够",12,relevant,城市,中性,1,high,0.89,True,2,2,民生关注|城市设施|宜昌身边事,weibo,https://weibo.com/8686843853/919a41a5,2026-06-13T12:00:00.000000,2026-05-10T01:13:53,111.3697,30.6741,535423.5,3.3948988e+06,桔城路商圈,次级商圈,0.8,Positive,0.12
e0362,规划范围,葛洲坝,住在东山大道附近，绿化带被破坏了，快受不了了,"绿化带,东山,受不了,大道,破坏",22,relevant,城市,失望,3,low,0.95,True,7,5,城市生活,weibo,https://weibo.com/9227790091/c2e448e9,2026-06-13T12:00:00.000000,2026-03-27T21:53:18,111.3599,30.6687,534494.3,3.3942958e+06,五一广场,核心商圈,0.1,Very Negative,0.22
e0363,规划范围,运河公园,香格里拉的超市需要排队排很久，大家有没有同感,"香格里拉,同感,排队,超市,有没有",22,relevant,社区,满足,3,high,0.94,True,14,4,生活服务|宜昌|社区|便民,xiaohongshu,https://www.xiaohongshu.com/explore/6cfdbf06d783318b54c2c005,2026-06-13T12:00:00.000000,2026-03-16T13:29:28,111.2988,30.7053,528627.4,3.3983362e+06,CBD江边段,沿江商圈,0.15,Very Negative,0.22
e0364,规划范围,国贸大厦,每次路过CBD中央大街都闻到下水道反味,"中央大街,CBD,反味,下水道,闻到",19,relevant,城市,好奇,5,low,0.78,True,7,0,身边事|城市生活|宜昌环境,weibo,https://weibo.com/6350115518/91ab058c,2026-06-13T12:00:00.000000,2026-05-30T04:06:24,111.2947,30.7056,528235.8,3.3983685e+06,均瑶广场,核心商圈,0.29,Negative,0.19
e0365,规划范围,运河公园,水悦城星巴克减速带早该换了，反映了好几次了,"星巴克,减速带,水悦城,早该,几次",21,relevant,设施,期待,5,high,0.79,True,255,19,基础设施,meituan,https://www.meituan.com/meishi/688487298/,2026-06-13T12:00:00.000000,2026-04-23T08:10:27,111.297,30.6952,528456.44,3.397218e+06,解放路-沿江大道口,沿江商圈,0.45,Neutral,0.21
e0366,规划范围,体育场路,每次路过珍珠路都闻到渣土车半夜经过噪音大,"渣土,噪音,闻到,珍珠,路过",20,relevant,城市,怀念,2,medium,0.89,True,34,5,宜昌|环境|城市,xiaohongshu,https://www.xiaohongshu.com/explore/27bb8f05167070c1c42ca20e,2026-06-13T12:00:00.000000,2026-04-07T20:17:40,111.2853,30.7366,527319.9,3.4018092e+06,葛洲坝中学,教育,0.07,Very Negative,0.2
e0367,规划范围,水悦城,运河公园的斑马线早该换了,"斑马线,早该,运河,公园",12,relevant,城市,好奇,2,low,0.82,True,7,1,城市设施|民生关注,weibo,https://weibo.com/2646712177/4310da06,2026-06-13T12:00:00.000000,2026-04-18T18:35:44,111.2958,30.7021,528339.2,3.3979852e+06,时代广场,核心商圈,0.51,Neutral,0.12
e0368,规划范围,东山公园,滨江公园最近渣土车半夜经过噪音大，居民意见很大,"渣土,滨江,噪音,半夜,公园",23,relevant,城市,满足,4,high,0.84,True,36,5,环境|城市|生活|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/502f895b0933d6937b847181,2026-06-13T12:00:00.000000,2026-05-22T21:39:48,111.3493,30.6575,533480.44,3.393053e+06,合益路,社区,0.04,Very Negative,0.23
e0369,规划范围,西陵一路,儿童公园的下水道反味问题，已经持续大半年了,"儿童公园,反味,下水道,大半年,持续",21,relevant,环境,失望,5,high,0.9,True,6,5,周边环境,meituan,https://www.meituan.com/meishi/269331665/,2026-06-13T12:00:00.000000,2026-06-09T00:52:13,111.2899,30.7016,527775.06,3.397925e+06,夷陵广场,核心商圈,0.92,Very Positive,0.21
e0370,规划范围,夷陵广场,东山大道要进行老旧管网改造，有业主群吗求拉,"老旧,管网,东山,业主,大道",21,relevant,城建,失望,2,medium,0.78,True,22,6,城建|规划|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/2e480b2dadbd3b9b7a115903,2026-06-13T12:00:00.000000,2026-04-22T09:58:15,111.292,30.6983,527977.0,3.3975622e+06,解放路-沿江大道口,沿江商圈,0.14,Very Negative,0.21
e0371,规划范围,夷陵区,城东大道BRT站的公交车需要排队排很久,"BRT,城东,公交车,排队,大道",19,relevant,社区,失望,4,high,0.91,True,478,18,生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/886a82c963199456fca71046,2026-06-13T12:00:00.000000,2026-06-02T04:57:38,111.3173,30.7079,530393.8,3.3986282e+06,宜昌汽车站,交通,0.46,Neutral,0.19
e0372,规划范围,东山大道,锦绣社区门口的小区门口乱倒建筑垃圾影响了周边居民生活,"门口,锦绣,垃圾,社区,小区",26,relevant,城市,中性,3,medium,0.89,True,26,6,宜昌环境|城市生活|身边事,weibo,https://weibo.com/2362487600/bc6dc55d,2026-06-13T12:00:00.000000,2026-04-29T19:47:18,111.3146,30.7461,530122.56,3.402866e+06,开发区北,边缘,0.07,Very Negative,0.26
e0373,规划范围,夷陵广场,西陵一路最近要建新的地铁站，邻居们都在讨论,"西陵,地铁站,邻居们,建新,一路",21,relevant,规划,好奇,4,high,0.94,True,111,6,规划,xiaohongshu,https://www.xiaohongshu.com/explore/778eca6ff2d337e6df6a2fe1,2026-06-13T12:00:00.000000,2026-06-12T02:24:47,111.3519,30.6552,533730.56,3.3927992e+06,合益路,社区,1.0,Very Positive,0.21
e0374,规划范围,点军区,云集路菜市场要搬迁，对周边房价有影响吗,"菜市场,搬迁,云集,周边,房价",19,relevant,城建,怀念,2,high,0.83,True,23,1,城建|规划,dianping,https://www.dianping.com/review/51112738,2026-06-13T12:00:00.000000,2026-05-04T07:54:34,111.3218,30.7097,530828.7,3.398833e+06,港窑路片区,社区,0.79,Positive,0.19
e0375,规划范围,东山大道,关于体育场路加油站公交线路要调整，有知情人士吗,"公交线路,加油站,体育场,知情,人士",23,relevant,城建,满足,2,high,0.97,True,71,1,城建动态|宜昌新闻,weibo,https://weibo.com/2127518252/1df37416,2026-06-13T12:00:00.000000,2026-04-04T12:18:30,111.3085,30.7039,529553.3,3.398188e+06,CBD江边段,沿江商圈,0.51,Neutral,0.23
e0376,规划范围,锦绣社区,早起水悦城星巴克散步，但空气有异味体验很差,"星巴克,水悦城,异味,很差,散步",21,relevant,城市,怀念,1,high,0.79,True,25,5,城市|环境,xiaohongshu,https://www.xiaohongshu.com/explore/693cc780dceb0962babe0fc0,2026-06-13T12:00:00.000000,2026-05-26T15:56:57,111.3145,30.7109,530129.06,3.398963e+06,宜昌站,交通,0.93,Very Positive,0.21
e0377,规划范围,白龙岗小区,西陵一路的护栏太旧了,"太旧,西陵,护栏,一路",10,relevant,设施,满足,5,medium,0.8,True,15,5,市政设施|照明,su12345,https://su12345.yichang.gov.cn/complaint/S2026948190,2026-06-13T12:00:00.000000,2026-05-17T20:00:36,111.2939,30.7023,528154.0,3.398006e+06,均瑶广场,核心商圈,0.46,Neutral,0.1
e0378,规划范围,港窑路,锦绣社区的街区的历史感保留得很好，拍照超出片,"历史感,街区,拍照,锦绣,社区",22,relevant,城市,满足,2,low,0.74,True,5,0,宜昌|城市记忆|文化,xiaohongshu,https://www.xiaohongshu.com/explore/8196ab5b546e1b4914b44248,2026-06-13T12:00:00.000000,2026-05-29T16:54:09,111.3284,30.7188,531455.94,3.3998422e+06,水悦城,核心商圈,0.82,Very Positive,0.22
e0379,规划范围,滨江公园,住在滨江公园附近，路边烧烤油烟扰民，快受不了了,"油烟,扰民,烧烤,滨江,受不了",23,relevant,环境,满足,3,medium,0.99,True,478,17,周边|环境,dianping,https://www.dianping.com/review/42379042,2026-06-13T12:00:00.000000,2026-05-24T16:47:08,111.3358,30.6926,532174.0,3.396941e+06,大公桥江段,沿江社区,0.02,Very Negative,0.23
e0380,规划范围,长江,均瑶广场门口的河道漂浮垃圾影响了周边居民生活,"均瑶,漂浮,垃圾,河道,周边",22,relevant,环境,怀念,2,low,0.83,True,1,4,环境|周边,dianping,https://www.dianping.com/review/55001653,2026-06-13T12:00:00.000000,2026-05-28T14:57:48,111.3216,30.7126,530804.9,3.3991578e+06,夷陵大道-港窑段,次级商圈,0.96,Very Positive,0.22
e0381,规划范围,磨基山公园,对比前几年，夷陵广场晚上光污染严重越来越严重了,"光污染,严重,夷陵,广场,对比",23,relevant,城市,满足,2,low,0.85,True,8,3,宜昌|城市|生活,xiaohongshu,https://www.xiaohongshu.com/explore/a3fdc39863d7e59259f1aa9a,2026-06-13T12:00:00.000000,2026-06-05T00:04:34,111.316,30.7032,530269.06,3.3981162e+06,万达江边段,沿江商圈,0.44,Neutral,0.23
e0382,规划范围,水悦城,长江读书会今年在滨江公园办得不错,"读书会,滨江,办得,公园,长江",16,relevant,城市,怀念,1,medium,0.87,True,41,8,打卡|城市记忆|文化|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/b6a0afb8f289bac86453e861,2026-06-13T12:00:00.000000,2026-03-26T03:27:42,111.3045,30.6967,529175.44,3.397387e+06,胜利四路社区,社区,0.99,Very Positive,0.16
e0383,规划范围,东山大道,早起体育场路加油站散步，但河道漂浮垃圾体验很差,"很差,加油站,体育场,散步,早起",23,relevant,城市,喜爱,5,medium,0.93,True,14,4,城市生活|宜昌环境,weibo,https://weibo.com/5344984569/e0880464,2026-06-13T12:00:00.000000,2026-05-24T01:16:15,111.3026,30.7015,528992.75,3.3979188e+06,儿童公园,公园,0.93,Very Positive,0.23
e0384,规划范围,葛洲坝,东山大道的附近工厂排废气问题，已经持续大半年了,"大半年,废气,东山,大道,工厂",23,relevant,环境,怀念,4,high,0.81,True,5867,409,环境|周边,dianping,https://www.dianping.com/review/39085331,2026-06-13T12:00:00.000000,2026-06-09T07:01:52,111.2917,30.6952,527947.44,3.397217e+06,滨江公园-双亭,沿江休闲,0.39,Negative,0.23
e0385,规划范围,西陵一路,每次路过万达广场都闻到空气有异味,"万达,异味,闻到,路过,广场",16,relevant,环境,中性,3,low,0.71,True,1,2,周边|环境,dianping,https://www.dianping.com/review/91474813,2026-06-13T12:00:00.000000,2026-05-23T11:47:44,111.3279,30.7158,531409.1,3.399515e+06,水悦城,核心商圈,0.68,Positive,0.16
e0386,规划范围,滨江公园,猇亭区准备建垃圾中转站，大家听说补偿方案出来了,"中转站,垃圾,补偿,方案,听说",23,relevant,城建,中性,4,high,0.89,True,25,3,城建,dianping,https://www.dianping.com/review/57222181,2026-06-13T12:00:00.000000,2026-03-25T04:58:55,111.319,30.7102,530554.94,3.398887e+06,夷陵大道-港窑段,次级商圈,0.02,Very Negative,0.23
e0387,规划范围,沿江大道,夷陵广场喷泉斑马线终于要改造了，期待,"斑马线,夷陵,喷泉,广场,期待",18,relevant,城市,愤怒,2,high,0.94,True,4,1,城市设施|民生关注|宜昌身边事,weibo,https://weibo.com/3015762801/7539a778,2026-06-13T12:00:00.000000,2026-06-02T06:38:31,111.3641,30.6727,534892.2,3.3947435e+06,桔城路商圈,次级商圈,0.99,Very Positive,0.18
e0388,规划范围,夷陵区,城东大道附近消防通道存在安全隐患，出行很不方便,"消防通道,安全隐患,城东,出行,大道",23,relevant,城市,失望,4,low,0.9,True,13,6,城市生活|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/0b94fff008d25da2da04d23a,2026-06-13T12:00:00.000000,2026-03-30T15:00:56,111.2813,30.7352,526939.25,3.4016552e+06,葛洲坝中学,教育,0.28,Negative,0.23
e0389,规划范围,国贸大厦,长江的城市书房24小时开放，拍照超出片,"24,拍照,书房,超出,开放",19,relevant,城市,期待,1,low,0.78,True,10,5,城市记忆|打卡|文化,xiaohongshu,https://www.xiaohongshu.com/explore/1d47a8964e01dd0fee94f6c2,2026-06-13T12:00:00.000000,2026-03-22T12:03:04,111.344,30.6927,532956.6,3.3969505e+06,宝塔河江段,沿江社区,1.0,Very Positive,0.19
e0390,规划范围,白龙岗小区,中建之星的供暖态度特别差，大家有没有同感,"同感,之星,供暖,中建,有没有",20,relevant,民生,中性,5,high,0.83,True,16,4,民生|生活便利|宜昌服务,weibo,https://weibo.com/7874446587/a5eb5eea,2026-06-13T12:00:00.000000,2026-04-13T23:57:00,111.3266,30.7181,531282.3,3.3997682e+06,三峡大学,教育,0.01,Very Negative,0.2
e0391,规划范围,夷陵大道,东山公园山顶的无障碍通道终于太旧了了,"太旧,无障碍,东山,山顶,公园",18,relevant,城市,怀念,4,low,0.78,True,6,4,城市设施,weibo,https://weibo.com/7420921662/4b3c357f,2026-06-13T12:00:00.000000,2026-05-05T17:53:36,111.3037,30.7021,529094.1,3.3979815e+06,CBD江边段,沿江商圈,0.67,Positive,0.18
e0392,规划范围,万达广场,儿童公园的楼道灯如果能改造就好了,"儿童公园,楼道,改造,如果",16,relevant,设施,好奇,2,low,0.89,True,8,1,基础设施,dianping,https://www.dianping.com/review/23907828,2026-06-13T12:00:00.000000,2026-06-10T00:26:52,111.3058,30.7091,529292.06,3.3987685e+06,夷陵大道-云集段,次级商圈,0.6,Neutral,0.16
e0393,规划范围,西陵一路,锦绣社区门口公交线路要调整，对周边房价有影响吗,"公交线路,锦绣,社区,周边,房价",23,relevant,规划,中性,1,low,0.81,True,6,1,规划,dianping,https://www.dianping.com/review/14182987,2026-06-13T12:00:00.000000,2026-05-30T19:15:11,111.3141,30.6939,530089.75,3.3970795e+06,夷陵中学,教育,0.95,Very Positive,0.23
e0394,规划范围,西陵一路,每天路过东山公园山顶，公交站台设计不合理太危险了,"站台,东山,公交,路过,山顶",24,relevant,设施,愤怒,4,medium,0.96,True,5,3,基础设施|公共设施,dianping,https://www.dianping.com/review/99299755,2026-06-13T12:00:00.000000,2026-03-18T15:25:12,111.3281,30.7201,531430.56,3.3999862e+06,三峡大学,教育,0.95,Very Positive,0.24
e0395,规划范围,儿童公园,国贸负一楼的环境问题：小区门口乱倒建筑垃圾,"国贸,一楼,垃圾,小区,门口",21,relevant,城市,怀念,5,low,0.76,True,38,4,城市生活|身边事|宜昌环境,weibo,https://weibo.com/5746937874/f7d11301,2026-06-13T12:00:00.000000,2026-04-28T00:55:58,111.3584,30.6781,534340.25,3.395342e+06,宝塔河社区,社区,0.01,Very Negative,0.21
e0396,规划范围,体育场路,珍珠路的消防设施不够用,"消防设施,珍珠,不够",11,relevant,设施,喜爱,2,medium,0.7,True,14,3,照明|公共设施,su12345,https://su12345.yichang.gov.cn/complaint/S2026454750,2026-06-13T12:00:00.000000,2026-05-06T08:34:39,111.2839,30.6904,527198.2,3.3966832e+06,滨江公园-镇江阁,沿江休闲,0.22,Negative,0.11
e0397,规划范围,城东大道,住在白龙岗小区南门附近，晚上光污染严重，快受不了了,"光污染,龙岗,南门,受不了,小区",25,relevant,环境,期待,1,medium,0.92,True,27,5,环境,dianping,https://www.dianping.com/review/19324851,2026-06-13T12:00:00.000000,2026-05-14T22:26:44,111.2921,30.7143,527983.3,3.3993335e+06,绿萝路,社区,0.01,Very Negative,0.25
e0398,规划范围,港窑路,东山公园的河水发臭了影响了周边居民生活,"发臭,东山,河水,周边,公园",19,relevant,环境,期待,1,high,0.91,True,5,3,宜昌|环境,xiaohongshu,https://www.xiaohongshu.com/explore/080fbbf141f758ed4bd4557b,2026-06-13T12:00:00.000000,2026-06-11T11:35:28,111.3037,30.712,529088.0,3.3990895e+06,锦绣社区,社区,0.03,Very Negative,0.19
e0399,规划范围,城东大道,点军区红绿灯不够用，打12345有用吗,"有用吗,点军区,12345,红绿灯,不够",19,relevant,设施,喜爱,3,high,0.97,True,8,2,基础设施,dianping,https://www.dianping.com/review/50036816,2026-06-13T12:00:00.000000,2026-06-01T21:17:37,111.3053,30.6965,529245.4,3.397364e+06,胜利四路社区,社区,0.64,Positive,0.19
e0400,规划范围,东山公园,长江规划方案公示了，对周边房价有影响吗,"公示,周边,房价,长江,规划",19,relevant,城建,满足,3,medium,0.96,True,29,0,规划|城建|新鲜事|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/9ba52e5e685500604582ad21,2026-06-13T12:00:00.000000,2026-03-21T15:48:36,111.29,30.6977,527787.6,3.397494e+06,滨江公园-双亭,沿江休闲,0.99,Very Positive,0.19
e0401,规划范围,体育场路,运河公园的滨江的文化墙更新了,"滨江,运河,公园,更新,文化",14,relevant,城市,中性,4,high,0.73,True,25,1,宜昌|文化|城市记忆|打卡,xiaohongshu,https://www.xiaohongshu.com/explore/be4b9e6acd1a301cf4478863,2026-06-13T12:00:00.000000,2026-03-13T04:54:48,111.3406,30.694,532628.56,3.3971e+06,大公桥江段,沿江社区,0.27,Negative,0.14
