id_e,scope,source,text,keywords,domain,element,score,polarity,polarity_hint,emotion_intensity,l1_confidence,l2_confidence,emotion_type,category,timestamp,time_label,urban_value,target_type,target_detail,area_tag,zone,has_location,relevance,aspect_primary,aspect_polarity,aspects_json,semantic_target,policy_seed,project_seed,matrix_multi,attribution_confidence,blind_spot,lon,lat
ermawu_T3_00223,ermawu,sim_ermawu_l3l4,文旅复苏，老街活了,文旅活力,urban_operation,事件,0.864,Positive,pos,0.666,0.733,0.843,乐,历史街区,2026-05-05,2026-05 五一·大南门建成文旅爆满,0.4,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.891,1,111.281285,30.691342
ermawu_T3_00224,ermawu,sim_ermawu_l3l4,人太多挤得慌，根本走不动,文旅活力,urban_operation,事件,0.186,Very Negative,neg,0.634,0.906,0.905,哀,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.508,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.725,1,111.280706,30.695731
ermawu_T3_00225,ermawu,sim_ermawu_l3l4,夜幕降临热闹起来，有活力,夜经济,urban_operation,事件,0.96,Positive,pos,0.379,0.846,0.777,喜,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.698,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.897,1,111.276316,30.697844
ermawu_T3_00226,ermawu,sim_ermawu_l3l4,停车太难，绕三圈找不到,停车难,urban_governance,设施,0.331,Negative,neg,0.756,0.781,0.748,愁,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.604,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.848,0,111.28249,30.69253
ermawu_T3_00227,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.528,Neutral,neu,0.775,0.932,0.916,急,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.822,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.906,0,111.277192,30.70027
ermawu_T3_00228,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.824,Positive,pos,0.661,0.845,0.916,喜,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.563,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.681,0,111.283672,30.693071
ermawu_T3_00229,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.847,Positive,pos,0.45,0.733,0.714,喜,历史街区,2026-05-04,2026-05 五一·大南门建成文旅爆满,0.63,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.848,0,111.281795,30.696281
ermawu_T3_00230,ermawu,sim_ermawu_l3l4,文旅复苏，老街活了,文旅活力,urban_operation,事件,0.676,Very Positive,pos,0.489,0.787,0.851,乐,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.732,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.909,1,111.28185,30.698266
ermawu_T3_00231,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.852,Very Positive,pos,0.61,0.735,0.83,喜,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.794,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.888,0,111.278391,30.698617
ermawu_T3_00232,ermawu,sim_ermawu_l3l4,停车太难，绕三圈找不到,停车难,urban_governance,设施,0.071,Very Negative,neg,0.782,0.867,0.801,愁,历史街区,2026-05-05,2026-05 五一·大南门建成文旅爆满,0.878,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.869,0,111.282248,30.694799
ermawu_T3_00233,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.693,Very Positive,pos,0.619,0.767,0.803,乐,历史街区,2026-05-04,2026-05 五一·大南门建成文旅爆满,0.485,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.868,0,111.285695,30.693905
ermawu_T3_00234,ermawu,sim_ermawu_l3l4,原住民迁走，没了生活气,烟火气保留,urban_renewal,文化,0.309,Negative,neg,0.869,0.783,0.818,哀,历史街区,2026-05-01,2026-05 五一·大南门建成文旅爆满,0.427,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.779,0,111.283572,30.695881
ermawu_T3_00235,ermawu,sim_ermawu_l3l4,业态有调性，不低端,业态丰富度,urban_operation,服务,0.746,Very Positive,pos,0.441,0.794,0.907,乐,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.526,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,pos,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.891,0,111.280515,30.698989
ermawu_T3_00236,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.723,Positive,pos,0.617,0.949,0.82,喜,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.758,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.699,0,111.274433,30.697882
ermawu_T3_00237,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.658,Positive,pos,0.799,0.733,0.701,乐,历史街区,2026-05-04,2026-05 五一·大南门建成文旅爆满,0.792,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.86,0,111.281942,30.69305
ermawu_T3_00238,ermawu,sim_ermawu_l3l4,夜经济让老街活了,夜经济,urban_operation,事件,0.827,Positive,pos,0.582,0.818,0.872,喜,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.47,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.811,1,111.287901,30.694217
ermawu_T3_00239,ermawu,sim_ermawu_l3l4,不大规模搬迁是对的，老街坊还在,回迁安置,urban_renewal,服务,0.818,Positive,pos,0.502,0.9,0.807,乐,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.54,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,pos,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.827,0,111.277268,30.697581
ermawu_T3_00240,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.435,Neutral,neu,0.781,0.845,0.872,急,历史街区,2026-05-04,2026-05 五一·大南门建成文旅爆满,0.81,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.762,0,111.272615,30.698737
ermawu_T3_00241,ermawu,sim_ermawu_l3l4,烟火气这东西见仁见智,烟火气保留,urban_renewal,文化,0.449,Neutral,neu,0.699,0.945,0.727,盼,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.604,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neu,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.841,0,111.275418,30.699775
ermawu_T3_00242,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.704,Positive,pos,0.369,0.791,0.814,乐,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.768,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.864,0,111.276454,30.699983
ermawu_T3_00243,ermawu,sim_ermawu_l3l4,开街垃圾满地没人扫,垃圾秩序,urban_governance,环境,0.213,Negative,neg,0.947,0.776,0.789,愁,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.481,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.74,0,111.284542,30.689948
ermawu_T3_00244,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.306,Very Negative,neg,0.928,0.909,0.742,怒,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.729,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.86,0,111.284665,30.693918
ermawu_T3_00245,ermawu,sim_ermawu_l3l4,夜市噪音扰民，周边住户受不了,夜经济,urban_operation,事件,0.396,Very Negative,neg,0.543,0.75,0.782,愁,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.668,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.732,1,111.28466,30.694648
ermawu_T3_00246,ermawu,sim_ermawu_l3l4,原住民迁走，没了生活气,烟火气保留,urban_renewal,文化,0.157,Negative,neg,0.577,0.777,0.853,愁,历史街区,2026-05-01,2026-05 五一·大南门建成文旅爆满,0.836,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.712,0,111.279222,30.696146
ermawu_T3_00247,ermawu,sim_ermawu_l3l4,配套停车跟不上热度,停车难,urban_governance,设施,0.323,Negative,neg,0.501,0.947,0.884,怒,历史街区,2026-05-01,2026-05 五一·大南门建成文旅爆满,0.53,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.762,0,111.274507,30.697605
ermawu_T3_00248,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.73,Positive,pos,0.772,0.859,0.858,乐,历史街区,2026-05-05,2026-05 五一·大南门建成文旅爆满,0.558,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.795,1,111.286792,30.696881
ermawu_T3_00249,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.67,Positive,pos,0.551,0.731,0.726,乐,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.435,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.688,0,111.276108,30.696874
ermawu_T3_00250,ermawu,sim_ermawu_l3l4,回迁满意，原样回来住着踏实,回迁安置,urban_renewal,服务,0.771,Very Positive,pos,0.322,0.797,0.763,喜,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.583,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,pos,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.84,0,111.28133,30.692277
ermawu_T3_00251,ermawu,sim_ermawu_l3l4,原住民留着，街区还活着,烟火气保留,urban_renewal,文化,0.949,Very Positive,pos,0.364,0.812,0.872,乐,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.66,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.864,0,111.27997,30.701431
ermawu_T3_00252,ermawu,sim_ermawu_l3l4,人太多挤得慌，根本走不动,文旅活力,urban_operation,事件,0.284,Negative,neg,0.515,0.799,0.919,哀,历史街区,2026-05-06,2026-05 五一·大南门建成文旅爆满,0.48,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.814,1,111.280967,30.697202
ermawu_T3_00253,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.702,Very Positive,pos,0.679,0.899,0.794,喜,历史街区,2026-05-05,2026-05 五一·大南门建成文旅爆满,0.751,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.865,0,111.284434,30.695723
ermawu_T3_00254,ermawu,sim_ermawu_l3l4,回迁安置拖很久,回迁安置,urban_renewal,服务,0.377,Very Negative,neg,0.818,0.849,0.801,哀,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.68,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.861,0,111.274875,30.701488
ermawu_T3_00255,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.849,Positive,pos,0.397,0.92,0.78,乐,历史街区,2026-05-01,2026-05 五一·大南门建成文旅爆满,0.466,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.711,0,111.279181,30.696842
ermawu_T3_00256,ermawu,sim_ermawu_l3l4,回迁安置拖很久,回迁安置,urban_renewal,服务,0.131,Negative,neg,0.526,0.764,0.867,怒,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.844,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.871,0,111.281022,30.695093
ermawu_T3_00257,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.889,Very Positive,pos,0.632,0.744,0.7,喜,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.76,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.82,0,111.27227,30.697747
ermawu_T3_00258,ermawu,sim_ermawu_l3l4,烟火气这东西见仁见智,烟火气保留,urban_renewal,文化,0.566,Neutral,neu,0.626,0.835,0.831,盼,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.827,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neu,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.854,0,111.277596,30.693704
ermawu_T3_00259,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.759,Positive,pos,0.425,0.948,0.715,喜,历史街区,2026-05-05,2026-05 五一·大南门建成文旅爆满,0.471,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.77,0,111.283485,30.698124
ermawu_T3_00260,ermawu,sim_ermawu_l3l4,回迁满意，原样回来住着踏实,回迁安置,urban_renewal,服务,0.887,Positive,pos,0.6,0.739,0.783,喜,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.779,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,pos,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.721,0,111.280826,30.700731
ermawu_T3_00261,ermawu,sim_ermawu_l3l4,五一日均1.5万人，百年老街出圈了,文旅活力,urban_operation,事件,0.678,Very Positive,pos,0.627,0.88,0.887,喜,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.811,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.73,1,111.275827,30.698699
ermawu_T3_00262,ermawu,sim_ermawu_l3l4,老建筑修得讲究，最小干预看出功夫,修旧如旧,urban_renewal,文化,0.844,Positive,pos,0.76,0.886,0.733,喜,历史街区,2026-05-01,2026-05 五一·大南门建成文旅爆满,0.588,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.861,0,111.27941,30.693495
ermawu_T3_00263,ermawu,sim_ermawu_l3l4,老味道还在，没变味,烟火气保留,urban_renewal,文化,0.688,Positive,pos,0.703,0.938,0.805,乐,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.729,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.711,0,111.285724,30.693107
ermawu_T3_00264,ermawu,sim_ermawu_l3l4,夜经济还在培育,夜经济,urban_operation,事件,0.586,Neutral,neu,0.454,0.749,0.864,盼,历史街区,2026-05-02,2026-05 五一·大南门建成文旅爆满,0.469,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neu,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.805,1,111.279406,30.69797
ermawu_T3_00265,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.645,Very Positive,pos,0.348,0.787,0.822,喜,历史街区,2026-05-01,2026-05 五一·大南门建成文旅爆满,0.45,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.906,0,111.286441,30.694839
ermawu_T3_00266,ermawu,sim_ermawu_l3l4,夜市噪音扰民，周边住户受不了,夜经济,urban_operation,事件,0.191,Negative,neg,0.614,0.914,0.826,哀,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.734,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.767,1,111.278101,30.695916
ermawu_T3_00267,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.444,Neutral,neu,0.648,0.849,0.847,急,历史街区,2026-05-06,2026-05 五一·大南门建成文旅爆满,0.799,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.827,1,111.285216,30.695599
ermawu_T3_00268,ermawu,sim_ermawu_l3l4,回迁户型不满意,回迁安置,urban_renewal,服务,0.378,Very Negative,neg,0.538,0.733,0.753,哀,历史街区,2026-05-04,2026-05 五一·大南门建成文旅爆满,0.474,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.714,0,111.274279,30.698287
ermawu_T3_00269,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.333,Very Negative,neg,0.622,0.871,0.706,怒,历史街区,2026-05-03,2026-05 五一·大南门建成文旅爆满,0.499,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.85,0,111.278429,30.696715
ermawu_T3_00270,ermawu,sim_ermawu_l3l4,原住民留着，街区还活着,烟火气保留,urban_renewal,文化,0.781,Very Positive,pos,0.756,0.928,0.895,乐,历史街区,2026-05-05,2026-05 五一·大南门建成文旅爆满,0.628,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.741,0,111.279866,30.702259
ermawu_T3_00271,ermawu,sim_ermawu_l3l4,五一日均1.5万人，百年老街出圈了,文旅活力,urban_operation,事件,0.776,Very Positive,pos,0.695,0.906,0.7,喜,历史街区,2026-05-05,2026-05 五一·大南门建成文旅爆满,0.841,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.809,1,111.282032,30.695488
ermawu_T3_00272,ermawu,sim_ermawu_l3l4,五一10万人，体验拉胯,文旅活力,urban_operation,事件,0.075,Negative,neg,0.682,0.844,0.753,愁,历史街区,2026-05-07,2026-05 五一·大南门建成文旅爆满,0.876,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.814,1,111.277543,30.700044
