id_e,scope,source,text,keywords,domain,element,score,polarity,polarity_hint,emotion_intensity,l1_confidence,l2_confidence,emotion_type,category,timestamp,time_label,urban_value,target_type,target_detail,area_tag,zone,has_location,relevance,aspect_primary,aspect_polarity,aspects_json,semantic_target,policy_seed,project_seed,matrix_multi,attribution_confidence,blind_spot
ermawu_T2_00211,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.314,Negative,neg,0.573,0.782,0.723,哀,历史街区,2025-07-20,2025-07 暑假·年轻人涌入打卡,0.66,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.79,0
ermawu_T2_00212,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.678,Positive,pos,0.647,0.825,0.707,乐,历史街区,2025-07-06,2025-07 暑假·年轻人涌入打卡,0.536,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.871,0
ermawu_T2_00213,ermawu,sim_ermawu_l3l4,夜幕降临热闹起来，有活力,夜经济,urban_operation,事件,0.934,Positive,pos,0.723,0.721,0.89,喜,历史街区,2025-07-09,2025-07 暑假·年轻人涌入打卡,0.467,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.792,1
ermawu_T2_00214,ermawu,sim_ermawu_l3l4,业态单一，逛一次就够,业态丰富度,urban_operation,服务,0.12,Very Negative,neg,0.829,0.754,0.825,怒,历史街区,2025-07-13,2025-07 暑假·年轻人涌入打卡,0.478,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.922,0
ermawu_T2_00215,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.662,Positive,pos,0.699,0.9,0.744,喜,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.632,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.914,0
ermawu_T2_00216,ermawu,sim_ermawu_l3l4,夜经济让老街活了,夜经济,urban_operation,事件,0.848,Positive,pos,0.338,0.751,0.831,乐,历史街区,2025-07-17,2025-07 暑假·年轻人涌入打卡,0.736,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.85,1
ermawu_T2_00217,ermawu,sim_ermawu_l3l4,夜市噪音扰民，周边住户受不了,夜经济,urban_operation,事件,0.378,Negative,neg,0.875,0.755,0.92,愁,历史街区,2025-07-30,2025-07 暑假·年轻人涌入打卡,0.502,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.729,1
ermawu_T2_00218,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.328,Very Negative,neg,0.561,0.76,0.788,愁,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.651,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.79,0
ermawu_T2_00219,ermawu,sim_ermawu_l3l4,小众免费出片，本地人私藏,网红打卡,urban_operation,文化,0.945,Positive,pos,0.486,0.903,0.859,乐,历史街区,2025-07-26,2025-07 暑假·年轻人涌入打卡,0.53,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.751,0
ermawu_T2_00220,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.874,Very Positive,pos,0.564,0.78,0.866,喜,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.45,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.757,0
ermawu_T2_00221,ermawu,sim_ermawu_l3l4,夜经济周边停车更难,夜经济,urban_operation,事件,0.194,Negative,neg,0.906,0.871,0.746,哀,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.583,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.77,1
ermawu_T2_00222,ermawu,sim_ermawu_l3l4,夜幕降临热闹起来，有活力,夜经济,urban_operation,事件,0.765,Very Positive,pos,0.52,0.854,0.759,喜,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.669,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.917,1
ermawu_T2_00223,ermawu,sim_ermawu_l3l4,夜幕降临热闹起来，有活力,夜经济,urban_operation,事件,0.717,Positive,pos,0.797,0.733,0.826,乐,历史街区,2025-07-06,2025-07 暑假·年轻人涌入打卡,0.425,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.93,1
ermawu_T2_00224,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.776,Positive,pos,0.441,0.933,0.84,喜,历史街区,2025-07-05,2025-07 暑假·年轻人涌入打卡,0.569,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.932,1
ermawu_T2_00225,ermawu,sim_ermawu_l3l4,打卡墙前要排队,网红打卡,urban_operation,文化,0.587,Neutral,neu,0.383,0.875,0.751,盼,历史街区,2025-07-29,2025-07 暑假·年轻人涌入打卡,0.505,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,neu,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.693,0
ermawu_T2_00226,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.183,Negative,neg,0.513,0.836,0.783,怒,历史街区,2025-07-03,2025-07 暑假·年轻人涌入打卡,0.67,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.85,0
ermawu_T2_00227,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.657,Very Positive,pos,0.527,0.811,0.751,喜,历史街区,2025-07-18,2025-07 暑假·年轻人涌入打卡,0.729,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.788,1
ermawu_T2_00228,ermawu,sim_ermawu_l3l4,烟火气这东西见仁见智,烟火气保留,urban_renewal,文化,0.461,Neutral,neu,0.42,0.816,0.826,盼,历史街区,2025-07-04,2025-07 暑假·年轻人涌入打卡,0.657,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neu,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.898,0
ermawu_T2_00229,ermawu,sim_ermawu_l3l4,节假日停车地狱,停车难,urban_governance,设施,0.062,Very Negative,neg,0.5,0.784,0.809,哀,历史街区,2025-07-26,2025-07 暑假·年轻人涌入打卡,0.733,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.924,0
ermawu_T2_00230,ermawu,sim_ermawu_l3l4,夜经济还在培育,夜经济,urban_operation,事件,0.561,Neutral,neu,0.51,0.835,0.894,盼,历史街区,2025-07-12,2025-07 暑假·年轻人涌入打卡,0.454,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neu,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.722,1
ermawu_T2_00231,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.793,Very Positive,pos,0.393,0.763,0.798,乐,历史街区,2025-07-28,2025-07 暑假·年轻人涌入打卡,0.549,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.816,0
ermawu_T2_00232,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.384,Very Negative,neg,0.795,0.911,0.737,哀,历史街区,2025-07-03,2025-07 暑假·年轻人涌入打卡,0.705,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.725,0
ermawu_T2_00233,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.639,Positive,pos,0.766,0.756,0.884,乐,历史街区,2025-07-11,2025-07 暑假·年轻人涌入打卡,0.457,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.942,0
ermawu_T2_00234,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.749,Very Positive,pos,0.381,0.837,0.76,喜,历史街区,2025-07-29,2025-07 暑假·年轻人涌入打卡,0.484,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.845,0
ermawu_T2_00235,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.563,Neutral,neu,0.308,0.881,0.831,盼,历史街区,2025-07-05,2025-07 暑假·年轻人涌入打卡,0.598,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.883,0
ermawu_T2_00236,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.653,Positive,pos,0.341,0.861,0.874,喜,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.623,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.821,0
ermawu_T2_00237,ermawu,sim_ermawu_l3l4,开街后保洁跟上了,垃圾秩序,urban_governance,环境,0.577,Neutral,neu,0.318,0.933,0.871,盼,历史街区,2025-07-02,2025-07 暑假·年轻人涌入打卡,0.845,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neu,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.767,0
ermawu_T2_00238,ermawu,sim_ermawu_l3l4,五一10万人，体验拉胯,文旅活力,urban_operation,事件,0.207,Negative,neg,0.799,0.852,0.742,愁,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.581,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.68,1
ermawu_T2_00239,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.355,Very Negative,neg,0.676,0.925,0.803,哀,历史街区,2025-07-26,2025-07 暑假·年轻人涌入打卡,0.558,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.879,0
ermawu_T2_00240,ermawu,sim_ermawu_l3l4,节假日停车地狱,停车难,urban_governance,设施,0.042,Very Negative,neg,0.763,0.93,0.85,哀,历史街区,2025-07-30,2025-07 暑假·年轻人涌入打卡,0.744,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.842,0
ermawu_T2_00241,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.408,Neutral,neu,0.742,0.827,0.917,急,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.629,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.735,1
ermawu_T2_00242,ermawu,sim_ermawu_l3l4,老建筑修得讲究，最小干预看出功夫,修旧如旧,urban_renewal,文化,0.621,Positive,pos,0.487,0.869,0.701,喜,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.422,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.702,0
ermawu_T2_00243,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.873,Very Positive,pos,0.431,0.733,0.877,喜,历史街区,2025-07-16,2025-07 暑假·年轻人涌入打卡,0.814,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.719,1
ermawu_T2_00244,ermawu,sim_ermawu_l3l4,业态都同质化了，走哪都一样,业态丰富度,urban_operation,服务,0.175,Negative,neg,0.736,0.94,0.848,哀,历史街区,2025-07-07,2025-07 暑假·年轻人涌入打卡,0.545,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.805,0
ermawu_T2_00245,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.751,Very Positive,pos,0.777,0.87,0.853,乐,历史街区,2025-07-28,2025-07 暑假·年轻人涌入打卡,0.791,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.746,0
ermawu_T2_00246,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.687,Positive,pos,0.663,0.873,0.805,乐,历史街区,2025-07-25,2025-07 暑假·年轻人涌入打卡,0.595,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.919,1
ermawu_T2_00247,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.042,Very Negative,neg,0.797,0.789,0.719,哀,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.451,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.949,0
ermawu_T2_00248,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.251,Negative,neg,0.527,0.83,0.847,哀,历史街区,2025-07-12,2025-07 暑假·年轻人涌入打卡,0.545,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.946,0
ermawu_T2_00249,ermawu,sim_ermawu_l3l4,小众免费出片，本地人私藏,网红打卡,urban_operation,文化,0.828,Very Positive,pos,0.443,0.942,0.771,乐,历史街区,2025-07-03,2025-07 暑假·年轻人涌入打卡,0.495,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.692,0
ermawu_T2_00250,ermawu,sim_ermawu_l3l4,夜经济周边停车更难,夜经济,urban_operation,事件,0.146,Negative,neg,0.897,0.752,0.766,哀,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.414,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.691,1
ermawu_T2_00251,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.547,Neutral,neu,0.699,0.729,0.891,急,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.765,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.879,0
ermawu_T2_00252,ermawu,sim_ermawu_l3l4,夜经济还在培育,夜经济,urban_operation,事件,0.434,Neutral,neu,0.667,0.78,0.783,盼,历史街区,2025-07-30,2025-07 暑假·年轻人涌入打卡,0.532,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neu,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.779,1
ermawu_T2_00253,ermawu,sim_ermawu_l3l4,既有文化味更有烟火气，难得,烟火气保留,urban_renewal,文化,0.916,Very Positive,pos,0.558,0.783,0.852,喜,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.626,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.852,0
ermawu_T2_00254,ermawu,sim_ermawu_l3l4,小众免费出片，本地人私藏,网红打卡,urban_operation,文化,0.888,Positive,pos,0.751,0.869,0.899,乐,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.75,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.868,0
ermawu_T2_00255,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.925,Very Positive,pos,0.616,0.916,0.833,乐,历史街区,2025-07-23,2025-07 暑假·年轻人涌入打卡,0.658,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.831,0
ermawu_T2_00256,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.57,Neutral,neu,0.793,0.924,0.742,急,历史街区,2025-07-14,2025-07 暑假·年轻人涌入打卡,0.894,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.916,1
ermawu_T2_00257,ermawu,sim_ermawu_l3l4,夜幕降临热闹起来，有活力,夜经济,urban_operation,事件,0.95,Positive,pos,0.665,0.924,0.763,乐,历史街区,2025-07-26,2025-07 暑假·年轻人涌入打卡,0.739,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.929,1
ermawu_T2_00258,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.657,Positive,pos,0.571,0.743,0.854,喜,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.71,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.93,1
ermawu_T2_00259,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.65,Positive,pos,0.524,0.772,0.759,乐,历史街区,2025-07-27,2025-07 暑假·年轻人涌入打卡,0.854,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.787,0
ermawu_T2_00260,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.438,Neutral,neu,0.32,0.769,0.832,急,历史街区,2025-07-12,2025-07 暑假·年轻人涌入打卡,0.598,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.834,1
ermawu_T2_00261,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.474,Neutral,neu,0.591,0.742,0.81,盼,历史街区,2025-07-17,2025-07 暑假·年轻人涌入打卡,0.534,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.878,0
ermawu_T2_00262,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.726,Very Positive,pos,0.703,0.722,0.707,喜,历史街区,2025-07-20,2025-07 暑假·年轻人涌入打卡,0.599,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.86,0
