id_e,scope,source,text,keywords,domain,element,score,polarity,polarity_hint,emotion_intensity,l1_confidence,l2_confidence,emotion_type,category,timestamp,time_label,urban_value,target_type,target_detail,area_tag,zone,has_location,relevance,aspect_primary,aspect_polarity,aspects_json,semantic_target,policy_seed,project_seed,matrix_multi,attribution_confidence,blind_spot,lon,lat
ermawu_T2_00132,ermawu,sim_ermawu_l3l4,文旅复苏，老街活了,文旅活力,urban_operation,事件,0.645,Positive,pos,0.666,0.742,0.883,喜,历史街区,2025-07-10,2025-07 暑假·年轻人涌入打卡,0.89,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.863,1,111.280334,30.693142
ermawu_T2_00133,ermawu,sim_ermawu_l3l4,老建筑修得讲究，最小干预看出功夫,修旧如旧,urban_renewal,文化,0.879,Very Positive,pos,0.66,0.898,0.869,喜,历史街区,2025-07-25,2025-07 暑假·年轻人涌入打卡,0.46,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.812,0,111.281902,30.693627
ermawu_T2_00134,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.343,Very Negative,neg,0.768,0.935,0.795,哀,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.751,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.712,0,111.287155,30.693919
ermawu_T2_00135,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.539,Neutral,neu,0.408,0.873,0.908,盼,历史街区,2025-07-06,2025-07 暑假·年轻人涌入打卡,0.629,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.88,0,111.272968,30.698628
ermawu_T2_00136,ermawu,sim_ermawu_l3l4,不变拆真改，原汁原味加分,修旧如旧,urban_renewal,文化,0.539,Neutral,neu,0.321,0.83,0.739,盼,历史街区,2025-07-09,2025-07 暑假·年轻人涌入打卡,0.827,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.789,0,111.280228,30.698044
ermawu_T2_00137,ermawu,sim_ermawu_l3l4,夜经济周边停车更难,夜经济,urban_operation,事件,0.269,Negative,neg,0.781,0.762,0.756,愁,历史街区,2025-07-27,2025-07 暑假·年轻人涌入打卡,0.46,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.689,1,111.285172,30.690084
ermawu_T2_00138,ermawu,sim_ermawu_l3l4,文创老店+特色美食，业态丰富,业态丰富度,urban_operation,服务,0.87,Positive,pos,0.666,0.898,0.783,乐,历史街区,2025-07-27,2025-07 暑假·年轻人涌入打卡,0.703,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,pos,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.8,0,111.280245,30.700912
ermawu_T2_00139,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.708,Positive,pos,0.502,0.948,0.771,乐,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.642,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.811,0,111.28596,30.692965
ermawu_T2_00140,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.726,Very Positive,pos,0.622,0.817,0.907,乐,历史街区,2025-07-13,2025-07 暑假·年轻人涌入打卡,0.656,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.767,0,111.276788,30.69378
ermawu_T2_00141,ermawu,sim_ermawu_l3l4,老建筑修得讲究，最小干预看出功夫,修旧如旧,urban_renewal,文化,0.822,Positive,pos,0.336,0.868,0.712,喜,历史街区,2025-07-18,2025-07 暑假·年轻人涌入打卡,0.674,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.802,0,111.278215,30.696158
ermawu_T2_00142,ermawu,sim_ermawu_l3l4,夜经济周边停车更难,夜经济,urban_operation,事件,0.193,Very Negative,neg,0.827,0.841,0.781,哀,历史街区,2025-07-05,2025-07 暑假·年轻人涌入打卡,0.488,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.731,1,111.280209,30.700764
ermawu_T2_00143,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.596,Neutral,neu,0.322,0.83,0.818,急,历史街区,2025-07-25,2025-07 暑假·年轻人涌入打卡,0.804,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.725,1,111.276147,30.698818
ermawu_T2_00144,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.293,Very Negative,neg,0.601,0.722,0.876,愁,历史街区,2025-07-03,2025-07 暑假·年轻人涌入打卡,0.795,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.766,0,111.276174,30.695318
ermawu_T2_00145,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.395,Negative,neg,0.821,0.95,0.87,怒,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.421,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.918,0,111.277684,30.697656
ermawu_T2_00146,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.66,Very Positive,pos,0.392,0.75,0.851,乐,历史街区,2025-07-20,2025-07 暑假·年轻人涌入打卡,0.525,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.831,0,111.274863,30.697643
ermawu_T2_00147,ermawu,sim_ermawu_l3l4,夜经济周边停车更难,夜经济,urban_operation,事件,0.34,Negative,neg,0.877,0.787,0.815,哀,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.406,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.923,1,111.281375,30.695838
ermawu_T2_00148,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.668,Positive,pos,0.419,0.848,0.748,喜,历史街区,2025-07-16,2025-07 暑假·年轻人涌入打卡,0.458,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.687,0,111.27809,30.700285
ermawu_T2_00149,ermawu,sim_ermawu_l3l4,下沉广场水景配老街，拍照绝佳,网红打卡,urban_operation,文化,0.752,Very Positive,pos,0.332,0.757,0.774,乐,历史街区,2025-07-17,2025-07 暑假·年轻人涌入打卡,0.736,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.803,0,111.278209,30.696686
ermawu_T2_00150,ermawu,sim_ermawu_l3l4,二马路成了网红打卡地，年轻人多,网红打卡,urban_operation,文化,0.83,Very Positive,pos,0.536,0.817,0.838,乐,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.43,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.947,0,111.276366,30.700148
ermawu_T2_00151,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.789,Very Positive,pos,0.597,0.831,0.734,乐,历史街区,2025-07-31,2025-07 暑假·年轻人涌入打卡,0.529,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.9,0,111.275707,30.697262
ermawu_T2_00152,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.34,Negative,neg,0.538,0.841,0.767,哀,历史街区,2025-07-02,2025-07 暑假·年轻人涌入打卡,0.504,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.854,0,111.277472,30.70199
ermawu_T2_00153,ermawu,sim_ermawu_l3l4,开街后人气回来了，热闹得像过年,文旅活力,urban_operation,事件,0.893,Positive,pos,0.31,0.898,0.78,乐,历史街区,2025-07-24,2025-07 暑假·年轻人涌入打卡,0.621,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.701,1,111.285982,30.695351
ermawu_T2_00154,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.391,Negative,neg,0.694,0.725,0.847,愁,历史街区,2025-07-08,2025-07 暑假·年轻人涌入打卡,0.559,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.937,0,111.285274,30.693676
ermawu_T2_00155,ermawu,sim_ermawu_l3l4,五一日均1.5万人，百年老街出圈了,文旅活力,urban_operation,事件,0.702,Very Positive,pos,0.303,0.842,0.715,乐,历史街区,2025-07-27,2025-07 暑假·年轻人涌入打卡,0.571,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.751,1,111.280368,30.692608
ermawu_T2_00156,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.099,Very Negative,neg,0.915,0.892,0.89,愁,历史街区,2025-07-27,2025-07 暑假·年轻人涌入打卡,0.525,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.785,0,111.272369,30.698161
ermawu_T2_00157,ermawu,sim_ermawu_l3l4,业态单一，逛一次就够,业态丰富度,urban_operation,服务,0.139,Negative,neg,0.566,0.927,0.887,怒,历史街区,2025-07-15,2025-07 暑假·年轻人涌入打卡,0.613,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.907,0,111.285226,30.695336
ermawu_T2_00158,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.782,Positive,pos,0.469,0.863,0.891,喜,历史街区,2025-07-27,2025-07 暑假·年轻人涌入打卡,0.804,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.693,0,111.276551,30.694141
ermawu_T2_00159,ermawu,sim_ermawu_l3l4,周边夜市烟火升腾，烧烤烤鱼小吃全有,夜经济,urban_operation,事件,0.902,Very Positive,pos,0.641,0.831,0.704,乐,历史街区,2025-07-31,2025-07 暑假·年轻人涌入打卡,0.491,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.894,1,111.283031,30.696554
ermawu_T2_00160,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.743,Positive,pos,0.48,0.853,0.788,喜,历史街区,2025-07-20,2025-07 暑假·年轻人涌入打卡,0.732,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.946,0,111.279634,30.694179
ermawu_T2_00161,ermawu,sim_ermawu_l3l4,夜经济让老街活了,夜经济,urban_operation,事件,0.921,Positive,pos,0.517,0.927,0.901,乐,历史街区,2025-07-16,2025-07 暑假·年轻人涌入打卡,0.702,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.818,1,111.276658,30.69522
ermawu_T2_00162,ermawu,sim_ermawu_l3l4,配套停车跟不上热度,停车难,urban_governance,设施,0.286,Negative,neg,0.637,0.899,0.866,愁,历史街区,2025-07-09,2025-07 暑假·年轻人涌入打卡,0.741,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.851,0,111.273212,30.69942
ermawu_T2_00163,ermawu,sim_ermawu_l3l4,连锁店太多，没特色,业态丰富度,urban_operation,服务,0.281,Very Negative,neg,0.75,0.818,0.726,哀,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.703,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.758,0,111.286961,30.693736
ermawu_T2_00164,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.204,Negative,neg,0.839,0.733,0.838,哀,历史街区,2025-07-14,2025-07 暑假·年轻人涌入打卡,0.483,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.741,0,111.273594,30.69688
ermawu_T2_00165,ermawu,sim_ermawu_l3l4,小众免费出片，本地人私藏,网红打卡,urban_operation,文化,0.835,Positive,pos,0.585,0.778,0.881,喜,历史街区,2025-07-25,2025-07 暑假·年轻人涌入打卡,0.623,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.933,0,111.279286,30.696382
ermawu_T2_00166,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.726,Positive,pos,0.543,0.884,0.855,喜,历史街区,2025-07-14,2025-07 暑假·年轻人涌入打卡,0.437,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.858,0,111.28582,30.693585
ermawu_T2_00167,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.077,Very Negative,neg,0.901,0.766,0.703,怒,历史街区,2025-07-19,2025-07 暑假·年轻人涌入打卡,0.856,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.762,0,111.275617,30.698487
ermawu_T2_00168,ermawu,sim_ermawu_l3l4,既有文化味更有烟火气，难得,烟火气保留,urban_renewal,文化,0.815,Positive,pos,0.597,0.895,0.919,乐,历史街区,2025-07-19,2025-07 暑假·年轻人涌入打卡,0.573,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.913,0,111.278587,30.698114
ermawu_T2_00169,ermawu,sim_ermawu_l3l4,烟火气没了，商业化太重,烟火气保留,urban_renewal,文化,0.184,Negative,neg,0.664,0.765,0.908,愁,历史街区,2025-07-09,2025-07 暑假·年轻人涌入打卡,0.775,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.755,0,111.286645,30.693424
ermawu_T2_00170,ermawu,sim_ermawu_l3l4,原住民留着，街区还活着,烟火气保留,urban_renewal,文化,0.942,Very Positive,pos,0.675,0.885,0.832,喜,历史街区,2025-07-28,2025-07 暑假·年轻人涌入打卡,0.512,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.805,0,111.27724,30.696846
ermawu_T2_00171,ermawu,sim_ermawu_l3l4,烟火气这东西见仁见智,烟火气保留,urban_renewal,文化,0.588,Neutral,neu,0.563,0.727,0.71,盼,历史街区,2025-07-09,2025-07 暑假·年轻人涌入打卡,0.593,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neu,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.736,0,111.282144,30.693608
ermawu_T2_00172,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.416,Neutral,neu,0.589,0.862,0.839,急,历史街区,2025-07-21,2025-07 暑假·年轻人涌入打卡,0.892,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.877,1,111.28476,30.69275
ermawu_T2_00173,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.673,Positive,pos,0.796,0.846,0.769,喜,历史街区,2025-07-07,2025-07 暑假·年轻人涌入打卡,0.585,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.772,0,111.282267,30.69721
ermawu_T2_00174,ermawu,sim_ermawu_l3l4,"""宜昌""打卡墙出片，复古花墙绝了",网红打卡,urban_operation,文化,0.749,Very Positive,pos,0.526,0.947,0.834,喜,历史街区,2025-07-03,2025-07 暑假·年轻人涌入打卡,0.855,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.796,0,111.273213,30.699774
ermawu_T2_00175,ermawu,sim_ermawu_l3l4,五一日均1.5万人，百年老街出圈了,文旅活力,urban_operation,事件,0.859,Very Positive,pos,0.783,0.771,0.771,喜,历史街区,2025-07-30,2025-07 暑假·年轻人涌入打卡,0.475,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,pos,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.945,1,111.28537,30.693784
ermawu_T2_00176,ermawu,sim_ermawu_l3l4,小众免费出片，本地人私藏,网红打卡,urban_operation,文化,0.666,Very Positive,pos,0.405,0.889,0.727,乐,历史街区,2025-07-17,2025-07 暑假·年轻人涌入打卡,0.682,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.809,0,111.28025,30.698948
ermawu_T2_00177,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.533,Neutral,neu,0.537,0.735,0.736,急,历史街区,2025-07-20,2025-07 暑假·年轻人涌入打卡,0.575,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.852,1,111.273218,30.700726
ermawu_T2_00178,ermawu,sim_ermawu_l3l4,连锁店太多，没特色,业态丰富度,urban_operation,服务,0.202,Negative,neg,0.782,0.778,0.716,怒,历史街区,2025-07-22,2025-07 暑假·年轻人涌入打卡,0.899,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neg,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.751,0,111.278337,30.699524
ermawu_T2_00179,ermawu,sim_ermawu_l3l4,夜幕降临热闹起来，有活力,夜经济,urban_operation,事件,0.704,Very Positive,pos,0.669,0.863,0.741,乐,历史街区,2025-07-25,2025-07 暑假·年轻人涌入打卡,0.612,aspect,夜经济,ermawu,ermawu,1,1,夜经济,pos,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.842,1,111.285522,30.694222
ermawu_T2_00180,ermawu,sim_ermawu_l3l4,小众免费出片，本地人私藏,网红打卡,urban_operation,文化,0.779,Very Positive,pos,0.403,0.87,0.857,乐,历史街区,2025-07-22,2025-07 暑假·年轻人涌入打卡,0.461,aspect,网红打卡,ermawu,ermawu,1,1,网红打卡,pos,"[""网红打卡""]",网红打卡,"城市更新""十五五""规划(文脉保护传承)",文旅IP打造;文化消费场景,"[[""urban_operation"", ""文化"", ""主""], [""urban_operation"", ""事件"", ""次""]]",0.833,0,111.284494,30.694735
ermawu_T2_00181,ermawu,sim_ermawu_l3l4,夜经济周边停车更难,夜经济,urban_operation,事件,0.185,Very Negative,neg,0.514,0.765,0.786,怒,历史街区,2025-07-25,2025-07 暑假·年轻人涌入打卡,0.752,aspect,夜经济,ermawu,ermawu,1,1,夜经济,neg,"[""夜经济""]",夜经济,"城市更新""十五五""规划(生活圈扩围;夜经济)",一刻钟便民生活圈建设;夜经济品牌培育,"[[""urban_operation"", ""事件"", ""主""], [""urban_governance"", ""事件"", ""次""]]",0.699,1,111.281531,30.694557
